Passport ID,Sample ID,Class,Country,Gender,Age Group,Angle,Distance Category,Resolution,Camera,Light Condition,Background,Timestamp
P_AU_A0091000,P_AU_A0091000_L2_B4_A3_D1,attack,AU,F,18-30,45°,close,4032x3024,iphone_13_front,office_light,documents_on_documents,2025-10-07T09:35:14+00:00Z
P_AU_A0091000,P_AU_A0091000_L2_B4_A3_D2,attack,AU,F,18-30,45°,far,4032x3024,iphone_13_front,office_light,documents_on_documents,2025-10-07T09:35:14+00:00Z
P_AU_A0091000,P_AU_A0091000_L3_B1_A1_D1,attack,AU,F,18-30,0°,close,4032x3024,iphone_13_front,warm_light,neutral_wall,2025-10-07T09:35:14+00:00Z
P_AU_A0091000,P_AU_A0091000_L3_B1_A1_D2,attack,AU,F,18-30,0°,far,4032x3024,iphone_13_front,warm_light,neutral_wall,2025-10-07T09:35:14+00:00Z
P_AU_A0091000,P_AU_A0091000_L3_B1_A2_D1,attack,AU,F,18-30,20°,close,4032x3024,iphone_13_front,warm_light,neutral_wall,2025-10-07T09:35:14+00:00Z
P_AU_A0091000,P_AU_A0091000_L3_B1_A2_D2,attack,AU,F,18-30,20°,far,4032x3024,iphone_13_front,warm_light,neutral_wall,2025-10-07T09:35:14+00:00Z
P_AU_A0091000,P_AU_A0091000_L3_B1_A3_D1,attack,AU,F,18-30,45°,close,4032x3024,iphone_13_front,warm_light,neutral_wall,2025-10-07T09:35:14+00:00Z
P_AU_A0091000,P_AU_A0091000_L3_B1_A3_D2,attack,AU,F,18-30,45°,far,4032x3024,iphone_13_front,warm_light,neutral_wall,2025-10-07T09:35:14+00:00Z
P_AU_A0091000,P_AU_A0091000_L3_B2_A1_D1,attack,AU,F,18-30,0°,close,4032x3024,iphone_13_front,warm_light,textured_table,2025-10-07T09:35:14+00:00Z
P_AU_A0091000,P_AU_A0091000_L3_B2_A1_D2,attack,AU,F,18-30,0°,far,4032x3024,iphone_13_front,warm_light,textured_table,2025-10-07T09:35:15+00:00Z
P_AU_A0091000,P_AU_A0091000_L3_B2_A2_D1,attack,AU,F,18-30,20°,close,4032x3024,iphone_13_front,warm_light,textured_table,2025-10-07T09:35:15+00:00Z
P_AU_A0091000,P_AU_A0091000_L3_B2_A2_D2,attack,AU,F,18-30,20°,far,4032x3024,iphone_13_front,warm_light,textured_table,2025-10-07T09:35:15+00:00Z
P_AU_A0091000,P_AU_A0091000_L3_B2_A3_D1,attack,AU,F,18-30,45°,close,4032x3024,iphone_13_front,warm_light,textured_table,2025-10-07T09:35:15+00:00Z
P_AU_A0091000,P_AU_A0091000_L3_B2_A3_D2,attack,AU,F,18-30,45°,far,4032x3024,iphone_13_front,warm_light,textured_table,2025-10-07T09:35:15+00:00Z
P_AU_A0091000,P_AU_A0091000_L3_B3_A1_D1,attack,AU,F,18-30,0°,close,4032x3024,iphone_13_front,warm_light,outdoor_pavement,2025-10-07T09:35:15+00:00Z
P_AU_A0091000,P_AU_A0091000_L3_B3_A1_D2,attack,AU,F,18-30,0°,far,4032x3024,iphone_13_front,warm_light,outdoor_pavement,2025-10-07T09:35:15+00:00Z
P_AU_A0091000,P_AU_A0091000_L3_B3_A2_D1,attack,AU,F,18-30,20°,close,4032x3024,iphone_13_front,warm_light,outdoor_pavement,2025-10-07T09:35:15+00:00Z
P_AU_A0091000,P_AU_A0091000_L3_B3_A2_D2,attack,AU,F,18-30,20°,far,4032x3024,iphone_13_front,warm_light,outdoor_pavement,2025-10-07T09:35:15+00:00Z
P_AU_A0091000,P_AU_A0091000_L3_B3_A3_D1,attack,AU,F,18-30,45°,close,4032x3024,iphone_13_front,warm_light,outdoor_pavement,2025-10-07T09:35:15+00:00Z
P_AU_A0091000,P_AU_A0091000_L3_B3_A3_D2,attack,AU,F,18-30,45°,far,4032x3024,iphone_13_front,warm_light,outdoor_pavement,2025-10-07T09:35:15+00:00Z
P_AU_A0091000,P_AU_A0091000_L3_B4_A1_D1,attack,AU,F,18-30,0°,close,4032x3024,iphone_13_front,warm_light,documents_on_documents,2025-10-07T09:35:15+00:00Z
P_AU_A0091000,P_AU_A0091000_L3_B4_A1_D2,attack,AU,F,18-30,0°,far,4032x3024,iphone_13_front,warm_light,documents_on_documents,2025-10-07T09:35:15+00:00Z
P_AU_A0091000,P_AU_A0091000_L3_B4_A2_D1,attack,AU,F,18-30,20°,close,4032x3024,iphone_13_front,warm_light,documents_on_documents,2025-10-07T09:35:15+00:00Z
P_AU_A0091000,P_AU_A0091000_L3_B4_A2_D2,attack,AU,F,18-30,20°,far,4032x3024,iphone_13_front,warm_light,documents_on_documents,2025-10-07T09:35:15+00:00Z
P_AU_A0091000,P_AU_A0091000_L3_B4_A3_D1,attack,AU,F,18-30,45°,close,4032x3024,iphone_13_front,warm_light,documents_on_documents,2025-10-07T09:35:15+00:00Z
P_AU_A0091000,P_AU_A0091000_L3_B4_A3_D2,attack,AU,F,18-30,45°,far,4032x3024,iphone_13_front,warm_light,documents_on_documents,2025-10-07T09:35:15+00:00Z
P_AU_A0091000,P_AU_A0091000_L4_B1_A1_D1,attack,AU,F,18-30,0°,close,4032x3024,iphone_13_front,dim_light,neutral_wall,2025-10-07T09:35:15+00:00Z
P_AU_A0091000,P_AU_A0091000_L4_B1_A1_D2,attack,AU,F,18-30,0°,far,4032x3024,iphone_13_front,dim_light,neutral_wall,2025-10-07T09:35:15+00:00Z
P_AU_A0091000,P_AU_A0091000_L4_B1_A2_D1,attack,AU,F,18-30,20°,close,4032x3024,iphone_13_front,dim_light,neutral_wall,2025-10-07T09:35:16+00:00Z
P_AU_A0091000,P_AU_A0091000_L4_B1_A2_D2,attack,AU,F,18-30,20°,far,4032x3024,iphone_13_front,dim_light,neutral_wall,2025-10-07T09:35:16+00:00Z
P_AU_A0091000,P_AU_A0091000_L4_B1_A3_D1,attack,AU,F,18-30,45°,close,4032x3024,iphone_13_front,dim_light,neutral_wall,2025-10-07T09:35:16+00:00Z
P_AU_A0091000,P_AU_A0091000_L4_B1_A3_D2,attack,AU,F,18-30,45°,far,4032x3024,iphone_13_front,dim_light,neutral_wall,2025-10-07T09:35:16+00:00Z
P_AU_A0091000,P_AU_A0091000_L4_B2_A1_D1,attack,AU,F,18-30,0°,close,4032x3024,iphone_13_front,dim_light,textured_table,2025-10-07T09:35:16+00:00Z
P_AU_A0091000,P_AU_A0091000_L4_B2_A1_D2,attack,AU,F,18-30,0°,far,4032x3024,iphone_13_front,dim_light,textured_table,2025-10-07T09:35:16+00:00Z
P_AU_A0091000,P_AU_A0091000_L4_B2_A2_D1,attack,AU,F,18-30,20°,close,4032x3024,iphone_13_front,dim_light,textured_table,2025-10-07T09:35:16+00:00Z
P_AU_A0091000,P_AU_A0091000_L4_B2_A2_D2,attack,AU,F,18-30,20°,far,4032x3024,iphone_13_front,dim_light,textured_table,2025-10-07T09:35:16+00:00Z
P_AU_A0091000,P_AU_A0091000_L4_B2_A3_D1,attack,AU,F,18-30,45°,close,4032x3024,iphone_13_front,dim_light,textured_table,2025-10-07T09:35:16+00:00Z
P_AU_A0091000,P_AU_A0091000_L4_B2_A3_D2,attack,AU,F,18-30,45°,far,4032x3024,iphone_13_front,dim_light,textured_table,2025-10-07T09:35:16+00:00Z
P_AU_A0091000,P_AU_A0091000_L4_B3_A1_D1,attack,AU,F,18-30,0°,close,4032x3024,iphone_13_front,dim_light,outdoor_pavement,2025-10-07T09:35:16+00:00Z
P_AU_A0091000,P_AU_A0091000_L4_B3_A1_D2,attack,AU,F,18-30,0°,far,4032x3024,iphone_13_front,dim_light,outdoor_pavement,2025-10-07T09:35:16+00:00Z
P_AU_A0091000,P_AU_A0091000_L4_B3_A2_D1,attack,AU,F,18-30,20°,close,4032x3024,iphone_13_front,dim_light,outdoor_pavement,2025-10-07T09:35:16+00:00Z
P_AU_A0091000,P_AU_A0091000_L4_B3_A2_D2,attack,AU,F,18-30,20°,far,4032x3024,iphone_13_front,dim_light,outdoor_pavement,2025-10-07T09:35:16+00:00Z
P_AU_A0091000,P_AU_A0091000_L4_B3_A3_D1,attack,AU,F,18-30,45°,close,4032x3024,iphone_13_front,dim_light,outdoor_pavement,2025-10-07T09:35:16+00:00Z
P_AU_A0091000,P_AU_A0091000_L4_B3_A3_D2,attack,AU,F,18-30,45°,far,4032x3024,iphone_13_front,dim_light,outdoor_pavement,2025-10-07T09:35:16+00:00Z
P_AU_A0091000,P_AU_A0091000_L4_B4_A1_D1,attack,AU,F,18-30,0°,close,4032x3024,iphone_13_front,dim_light,documents_on_documents,2025-10-07T09:35:16+00:00Z
P_AU_A0091000,P_AU_A0091000_L4_B4_A1_D2,attack,AU,F,18-30,0°,far,4032x3024,iphone_13_front,dim_light,documents_on_documents,2025-10-07T09:35:16+00:00Z
P_AU_A0091000,P_AU_A0091000_L4_B4_A2_D1,attack,AU,F,18-30,20°,close,4032x3024,iphone_13_front,dim_light,documents_on_documents,2025-10-07T09:35:16+00:00Z
P_AU_A0091000,P_AU_A0091000_L4_B4_A2_D2,attack,AU,F,18-30,20°,far,4032x3024,iphone_13_front,dim_light,documents_on_documents,2025-10-07T09:35:16+00:00Z
P_AU_A0091000,P_AU_A0091000_L4_B4_A3_D1,attack,AU,F,18-30,45°,close,4032x3024,iphone_13_front,dim_light,documents_on_documents,2025-10-07T09:35:16+00:00Z
P_AU_A0091000,P_AU_A0091000_L4_B4_A3_D2,attack,AU,F,18-30,45°,far,4032x3024,iphone_13_front,dim_light,documents_on_documents,2025-10-07T09:35:16+00:00Z
P_AU_J8962842,P_AU_J8962842_L1_B1_A1_D1,attack,AU,M,18-30,0°,close,4032x3024,iphone_13_front,natural_light,neutral_wall,2025-10-07T09:35:17+00:00Z
P_AU_J8962842,P_AU_J8962842_L1_B1_A1_D2,attack,AU,M,18-30,0°,far,4032x3024,iphone_13_front,natural_light,neutral_wall,2025-10-07T09:35:17+00:00Z
P_AU_J8962842,P_AU_J8962842_L1_B1_A2_D1,attack,AU,M,18-30,20°,close,4032x3024,iphone_13_front,natural_light,neutral_wall,2025-10-07T09:35:17+00:00Z
P_AU_J8962842,P_AU_J8962842_L1_B1_A2_D2,attack,AU,M,18-30,20°,far,4032x3024,iphone_13_front,natural_light,neutral_wall,2025-10-07T09:35:17+00:00Z
P_AU_J8962842,P_AU_J8962842_L1_B1_A3_D1,attack,AU,M,18-30,45°,close,4032x3024,iphone_13_front,natural_light,neutral_wall,2025-10-07T09:35:17+00:00Z
P_AU_J8962842,P_AU_J8962842_L1_B1_A3_D2,attack,AU,M,18-30,45°,far,4032x3024,iphone_13_front,natural_light,neutral_wall,2025-10-07T09:35:17+00:00Z
P_AU_J8962842,P_AU_J8962842_L1_B2_A1_D1,attack,AU,M,18-30,0°,close,4032x3024,iphone_13_front,natural_light,textured_table,2025-10-07T09:35:17+00:00Z
P_AU_J8962842,P_AU_J8962842_L1_B2_A1_D2,attack,AU,M,18-30,0°,far,4032x3024,iphone_13_front,natural_light,textured_table,2025-10-07T09:35:17+00:00Z
P_AU_J8962842,P_AU_J8962842_L1_B2_A2_D1,attack,AU,M,18-30,20°,close,4032x3024,iphone_13_front,natural_light,textured_table,2025-10-07T09:35:17+00:00Z
P_AU_J8962842,P_AU_J8962842_L1_B2_A2_D2,attack,AU,M,18-30,20°,far,4032x3024,iphone_13_front,natural_light,textured_table,2025-10-07T09:35:17+00:00Z
P_AU_J8962842,P_AU_J8962842_L1_B2_A3_D1,attack,AU,M,18-30,45°,close,4032x3024,iphone_13_front,natural_light,textured_table,2025-10-07T09:35:17+00:00Z
P_AU_J8962842,P_AU_J8962842_L1_B2_A3_D2,attack,AU,M,18-30,45°,far,4032x3024,iphone_13_front,natural_light,textured_table,2025-10-07T09:35:17+00:00Z
P_AU_J8962842,P_AU_J8962842_L1_B3_A1_D1,attack,AU,M,18-30,0°,close,4032x3024,iphone_13_front,natural_light,outdoor_pavement,2025-10-07T09:35:17+00:00Z
P_AU_J8962842,P_AU_J8962842_L1_B3_A1_D2,attack,AU,M,18-30,0°,far,4032x3024,iphone_13_front,natural_light,outdoor_pavement,2025-10-07T09:35:17+00:00Z
P_AU_J8962842,P_AU_J8962842_L1_B3_A2_D1,attack,AU,M,18-30,20°,close,4032x3024,iphone_13_front,natural_light,outdoor_pavement,2025-10-07T09:35:17+00:00Z
P_AU_J8962842,P_AU_J8962842_L1_B3_A2_D2,attack,AU,M,18-30,20°,far,4032x3024,iphone_13_front,natural_light,outdoor_pavement,2025-10-07T09:35:17+00:00Z
P_AU_J8962842,P_AU_J8962842_L1_B3_A3_D1,attack,AU,M,18-30,45°,close,4032x3024,iphone_13_front,natural_light,outdoor_pavement,2025-10-07T09:35:17+00:00Z
P_AU_J8962842,P_AU_J8962842_L1_B3_A3_D2,attack,AU,M,18-30,45°,far,4032x3024,iphone_13_front,natural_light,outdoor_pavement,2025-10-07T09:35:17+00:00Z
P_AU_J8962842,P_AU_J8962842_L1_B4_A1_D1,attack,AU,M,18-30,0°,close,4032x3024,iphone_13_front,natural_light,documents_on_documents,2025-10-07T09:35:17+00:00Z
P_AU_J8962842,P_AU_J8962842_L1_B4_A1_D2,attack,AU,M,18-30,0°,far,4032x3024,iphone_13_front,natural_light,documents_on_documents,2025-10-07T09:35:18+00:00Z
P_AU_J8962842,P_AU_J8962842_L1_B4_A2_D1,attack,AU,M,18-30,20°,close,4032x3024,iphone_13_front,natural_light,documents_on_documents,2025-10-07T09:35:18+00:00Z
P_AU_J8962842,P_AU_J8962842_L1_B4_A2_D2,attack,AU,M,18-30,20°,far,4032x3024,iphone_13_front,natural_light,documents_on_documents,2025-10-07T09:35:18+00:00Z
P_AU_J8962842,P_AU_J8962842_L1_B4_A3_D1,attack,AU,M,18-30,45°,close,4032x3024,iphone_13_front,natural_light,documents_on_documents,2025-10-07T09:35:18+00:00Z
P_AU_J8962842,P_AU_J8962842_L1_B4_A3_D2,attack,AU,M,18-30,45°,far,4032x3024,iphone_13_front,natural_light,documents_on_documents,2025-10-07T09:35:18+00:00Z
P_AU_J8962842,P_AU_J8962842_L2_B1_A1_D1,attack,AU,M,18-30,0°,close,4032x3024,iphone_13_front,office_light,neutral_wall,2025-10-07T09:35:18+00:00Z
P_AU_J8962842,P_AU_J8962842_L2_B1_A1_D2,attack,AU,M,18-30,0°,far,4032x3024,iphone_13_front,office_light,neutral_wall,2025-10-07T09:35:18+00:00Z
P_AU_J8962842,P_AU_J8962842_L2_B1_A2_D1,attack,AU,M,18-30,20°,close,4032x3024,iphone_13_front,office_light,neutral_wall,2025-10-07T09:35:18+00:00Z
P_AU_J8962842,P_AU_J8962842_L2_B1_A2_D2,attack,AU,M,18-30,20°,far,4032x3024,iphone_13_front,office_light,neutral_wall,2025-10-07T09:35:18+00:00Z
P_AU_J8962842,P_AU_J8962842_L2_B1_A3_D1,attack,AU,M,18-30,45°,close,4032x3024,iphone_13_front,office_light,neutral_wall,2025-10-07T09:35:18+00:00Z
P_AU_J8962842,P_AU_J8962842_L2_B1_A3_D2,attack,AU,M,18-30,45°,far,4032x3024,iphone_13_front,office_light,neutral_wall,2025-10-07T09:35:18+00:00Z
P_AU_J8962842,P_AU_J8962842_L2_B2_A1_D1,attack,AU,M,18-30,0°,close,4032x3024,iphone_13_front,office_light,textured_table,2025-10-07T09:35:18+00:00Z
P_AU_J8962842,P_AU_J8962842_L2_B2_A1_D2,attack,AU,M,18-30,0°,far,4032x3024,iphone_13_front,office_light,textured_table,2025-10-07T09:35:18+00:00Z
P_AU_J8962842,P_AU_J8962842_L2_B2_A2_D1,attack,AU,M,18-30,20°,close,4032x3024,iphone_13_front,office_light,textured_table,2025-10-07T09:35:18+00:00Z
P_AU_J8962842,P_AU_J8962842_L2_B2_A2_D2,attack,AU,M,18-30,20°,far,4032x3024,iphone_13_front,office_light,textured_table,2025-10-07T09:35:18+00:00Z
P_AU_J8962842,P_AU_J8962842_L2_B2_A3_D1,attack,AU,M,18-30,45°,close,4032x3024,iphone_13_front,office_light,textured_table,2025-10-07T09:35:18+00:00Z
P_AU_J8962842,P_AU_J8962842_L2_B2_A3_D2,attack,AU,M,18-30,45°,far,4032x3024,iphone_13_front,office_light,textured_table,2025-10-07T09:35:18+00:00Z
P_AU_J8962842,P_AU_J8962842_L2_B3_A1_D1,attack,AU,M,18-30,0°,close,4032x3024,iphone_13_front,office_light,outdoor_pavement,2025-10-07T09:35:18+00:00Z
P_AU_J8962842,P_AU_J8962842_L2_B3_A1_D2,attack,AU,M,18-30,0°,far,4032x3024,iphone_13_front,office_light,outdoor_pavement,2025-10-07T09:35:18+00:00Z
P_AU_J8962842,P_AU_J8962842_L2_B3_A2_D1,attack,AU,M,18-30,20°,close,4032x3024,iphone_13_front,office_light,outdoor_pavement,2025-10-07T09:35:19+00:00Z
P_AU_J8962842,P_AU_J8962842_L2_B3_A2_D2,attack,AU,M,18-30,20°,far,4032x3024,iphone_13_front,office_light,outdoor_pavement,2025-10-07T09:35:19+00:00Z
P_AU_J8962842,P_AU_J8962842_L2_B3_A3_D1,attack,AU,M,18-30,45°,close,4032x3024,iphone_13_front,office_light,outdoor_pavement,2025-10-07T09:35:19+00:00Z
P_AU_J8962842,P_AU_J8962842_L2_B3_A3_D2,attack,AU,M,18-30,45°,far,4032x3024,iphone_13_front,office_light,outdoor_pavement,2025-10-07T09:35:19+00:00Z
P_AU_J8962842,P_AU_J8962842_L2_B4_A1_D1,attack,AU,M,18-30,0°,close,4032x3024,iphone_13_front,office_light,documents_on_documents,2025-10-07T09:35:19+00:00Z
P_AU_J8962842,P_AU_J8962842_L2_B4_A1_D2,attack,AU,M,18-30,0°,far,4032x3024,iphone_13_front,office_light,documents_on_documents,2025-10-07T09:35:19+00:00Z
P_AU_J8962842,P_AU_J8962842_L2_B4_A2_D1,attack,AU,M,18-30,20°,close,4032x3024,iphone_13_front,office_light,documents_on_documents,2025-10-07T09:35:19+00:00Z
P_AU_J8962842,P_AU_J8962842_L2_B4_A2_D2,attack,AU,M,18-30,20°,far,4032x3024,iphone_13_front,office_light,documents_on_documents,2025-10-07T09:35:19+00:00Z
P_AU_J8962842,P_AU_J8962842_L2_B4_A3_D1,attack,AU,M,18-30,45°,close,4032x3024,iphone_13_front,office_light,documents_on_documents,2025-10-07T09:35:19+00:00Z
P_AU_J8962842,P_AU_J8962842_L2_B4_A3_D2,attack,AU,M,18-30,45°,far,4032x3024,iphone_13_front,office_light,documents_on_documents,2025-10-07T09:35:19+00:00Z
P_AU_J8962842,P_AU_J8962842_L3_B1_A1_D1,attack,AU,M,18-30,0°,close,4032x3024,iphone_13_front,warm_light,neutral_wall,2025-10-07T09:35:19+00:00Z
P_AU_J8962842,P_AU_J8962842_L3_B1_A1_D2,attack,AU,M,18-30,0°,far,4032x3024,iphone_13_front,warm_light,neutral_wall,2025-10-07T09:35:19+00:00Z
P_AU_J8962842,P_AU_J8962842_L3_B1_A2_D1,attack,AU,M,18-30,20°,close,4032x3024,iphone_13_front,warm_light,neutral_wall,2025-10-07T09:35:19+00:00Z
